OBJECTID,FIPS,COUNTY,STATE,POP2020,SQMI,Id,Country code,ENRICH_FID,Aggregation method,Population to polygon size rating for the country,Apportionment confidence for the country,Has data,2021 Education,2021 Avg: Education,2021 Index: Education,2021 Health Care,2021 Index: Health Care,2021 Avg: Health Care,2021 HH Operations,2021 Avg: HH Operations,2021 Index: HH Operations,2021 Total Crime Aggregate,2021 Personal Crime Aggregate,2021 Murder Aggregate,2021 Rape Aggregate,2021 Robbery Aggregate,2021 Assault Aggregate,2021 Property Crime Aggregate,2021 Burglary Aggregate,2021 Larceny Aggregate,2021 Motor Vehicle Theft Aggregate,2021 Total Crime Index,2021 Personal Crime Index,2021 Murder Index,2021 Rape Index,2021 Robbery Index,2021 Assault Index,2021 Property Crime Index,2021 Burglary Index,2021 Larceny Index,2021 Motor Vehicle Theft Index,Invalid1,Invalid2
1,06073000100,San Diego County,CA,3039,0.59000000,0,US,1,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,5712349.00000000,4269.32000000,247.00000000,17324308.00000000,208.00000000,12947.91000000,6647997.00000000,4968.61000000,225.00000000,274843.00000000,153308.00000000,77971.00000000,63134.00000000,227081.00000000,140282.00000000,296018.00000000,200144.00000000,296409.00000000,475563.00000000,91.00000000,51.00000000,26.00000000,21.00000000,75.00000000,46.00000000,98.00000000,66.00000000,98.00000000,157.00000000,,
2,06073000201,San Diego County,CA,1919,0.33000000,1,US,2,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2625055.00000000,2478.81000000,144.00000000,9111558.00000000,138.00000000,8603.93000000,3316088.00000000,3131.34000000,142.00000000,258390.00000000,141636.00000000,21054.00000000,170346.00000000,193314.00000000,120582.00000000,277530.00000000,153120.00000000,294756.00000000,394284.00000000,135.00000000,74.00000000,11.00000000,89.00000000,101.00000000,63.00000000,145.00000000,80.00000000,154.00000000,206.00000000,,
3,06073000202,San Diego County,CA,4246,0.50000000,2,US,3,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4635862.00000000,2079.79000000,121.00000000,14528683.00000000,105.00000000,6518.03000000,5468662.00000000,2453.41000000,111.00000000,310270.00000000,132282.00000000,17542.00000000,399952.00000000,56074.00000000,121327.00000000,341332.00000000,333129.00000000,347198.00000000,299443.00000000,74.00000000,32.00000000,4.00000000,96.00000000,13.00000000,29.00000000,82.00000000,80.00000000,83.00000000,72.00000000,,
4,06073000400,San Diego County,CA,4062,0.45000000,3,US,4,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,5232461.00000000,2239.92000000,130.00000000,14323984.00000000,98.00000000,6131.84000000,5684177.00000000,2433.29000000,110.00000000,584307.00000000,353440.00000000,46410.00000000,350746.00000000,443618.00000000,324340.00000000,620597.00000000,369506.00000000,678997.00000000,669688.00000000,146.00000000,88.00000000,12.00000000,87.00000000,110.00000000,81.00000000,155.00000000,92.00000000,169.00000000,167.00000000,,
5,06073000500,San Diego County,CA,2887,0.43000000,4,US,5,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4449809.00000000,2590.11000000,150.00000000,11593958.00000000,108.00000000,6748.52000000,4707644.00000000,2740.19000000,124.00000000,270318.00000000,107723.00000000,12552.00000000,259128.00000000,64427.00000000,102760.00000000,297125.00000000,262498.00000000,287027.00000000,436648.00000000,95.00000000,38.00000000,4.00000000,91.00000000,23.00000000,36.00000000,104.00000000,92.00000000,101.00000000,153.00000000,,
6,06073000600,San Diego County,CA,3144,0.36000000,5,US,6,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3986709.00000000,2149.17000000,125.00000000,10303138.00000000,89.00000000,5554.25000000,4165646.00000000,2245.63000000,102.00000000,328913.00000000,144378.00000000,22732.00000000,132922.00000000,201313.00000000,125775.00000000,356882.00000000,276504.00000000,361339.00000000,484372.00000000,106.00000000,46.00000000,7.00000000,43.00000000,65.00000000,40.00000000,115.00000000,89.00000000,116.00000000,156.00000000,,
7,06073000700,San Diego County,CA,4046,0.30000000,6,US,7,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,5757589.00000000,2365.48000000,137.00000000,15032280.00000000,99.00000000,6175.96000000,6057287.00000000,2488.61000000,113.00000000,436022.00000000,207756.00000000,23590.00000000,261466.00000000,314380.00000000,159109.00000000,473443.00000000,361301.00000000,477116.00000000,651936.00000000,110.00000000,52.00000000,6.00000000,66.00000000,79.00000000,40.00000000,119.00000000,91.00000000,120.00000000,164.00000000,,
8,06073000800,San Diego County,CA,4597,0.24000000,7,US,8,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4961386.00000000,1881.45000000,109.00000000,12943317.00000000,79.00000000,4908.35000000,5206325.00000000,1974.34000000,89.00000000,304930.00000000,241420.00000000,103635.00000000,318169.00000000,271648.00000000,219958.00000000,314988.00000000,338681.00000000,276747.00000000,553417.00000000,67.00000000,53.00000000,23.00000000,70.00000000,60.00000000,48.00000000,69.00000000,75.00000000,61.00000000,122.00000000,,
9,06073001000,San Diego County,CA,5207,0.33000000,8,US,9,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,5195526.00000000,1967.26000000,114.00000000,14230983.00000000,86.00000000,5388.48000000,5553523.00000000,2102.81000000,95.00000000,540529.00000000,477882.00000000,60292.00000000,779406.00000000,293801.00000000,510505.00000000,550558.00000000,532745.00000000,543079.00000000,638304.00000000,111.00000000,98.00000000,12.00000000,159.00000000,60.00000000,104.00000000,113.00000000,109.00000000,111.00000000,131.00000000,,
10,06073001100,San Diego County,CA,3113,0.36000000,9,US,10,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3097349.00000000,1873.77000000,109.00000000,10356967.00000000,100.00000000,6265.56000000,3739124.00000000,2262.02000000,102.00000000,379508.00000000,349277.00000000,56149.00000000,586358.00000000,120300.00000000,407785.00000000,383806.00000000,301047.00000000,401969.00000000,397699.00000000,126.00000000,116.00000000,19.00000000,195.00000000,40.00000000,135.00000000,127.00000000,100.00000000,133.00000000,132.00000000,,
11,06073001400,San Diego County,CA,3246,0.29000000,10,US,11,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4127036.00000000,2495.19000000,145.00000000,11326466.00000000,110.00000000,6847.92000000,4491419.00000000,2715.49000000,123.00000000,394839.00000000,355515.00000000,85824.00000000,285963.00000000,414693.00000000,349056.00000000,400734.00000000,392748.00000000,376101.00000000,607002.00000000,124.00000000,112.00000000,27.00000000,90.00000000,130.00000000,110.00000000,126.00000000,124.00000000,118.00000000,191.00000000,,
12,06073001500,San Diego County,CA,4025,0.31000000,11,US,12,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4342505.00000000,2254.68000000,131.00000000,12565534.00000000,105.00000000,6524.16000000,4819933.00000000,2502.56000000,113.00000000,364430.00000000,355286.00000000,58522.00000000,634254.00000000,176766.00000000,387406.00000000,366070.00000000,428406.00000000,317500.00000000,612790.00000000,91.00000000,89.00000000,15.00000000,159.00000000,44.00000000,97.00000000,92.00000000,107.00000000,79.00000000,153.00000000,,
13,06073001600,San Diego County,CA,5848,0.27000000,12,US,13,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2662609.00000000,1161.19000000,67.00000000,8104263.00000000,57.00000000,3534.35000000,2979407.00000000,1299.35000000,59.00000000,469494.00000000,737541.00000000,196507.00000000,604049.00000000,609805.00000000,820860.00000000,428359.00000000,493680.00000000,352598.00000000,860077.00000000,82.00000000,129.00000000,34.00000000,105.00000000,106.00000000,143.00000000,75.00000000,86.00000000,62.00000000,150.00000000,,
14,06073001700,San Diego County,CA,5023,0.24000000,13,US,14,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3304190.00000000,1439.11000000,83.00000000,11181037.00000000,78.00000000,4869.79000000,4018118.00000000,1750.05000000,79.00000000,459504.00000000,580515.00000000,77607.00000000,780836.00000000,404715.00000000,629021.00000000,439553.00000000,498527.00000000,355631.00000000,961506.00000000,93.00000000,117.00000000,16.00000000,157.00000000,82.00000000,127.00000000,89.00000000,100.00000000,72.00000000,194.00000000,,
15,06073001900,San Diego County,CA,2912,0.71000000,14,US,15,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3852896.00000000,2677.48000000,155.00000000,12042903.00000000,134.00000000,8368.94000000,4582158.00000000,3184.27000000,144.00000000,202996.00000000,164416.00000000,31020.00000000,300574.00000000,115364.00000000,166207.00000000,208878.00000000,268805.00000000,181107.00000000,302434.00000000,70.00000000,57.00000000,11.00000000,104.00000000,40.00000000,58.00000000,72.00000000,93.00000000,63.00000000,105.00000000,,
16,06073002001,San Diego County,CA,3500,0.95000000,15,US,16,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,7533728.00000000,4616.25000000,267.00000000,20342000.00000000,200.00000000,12464.46000000,8272953.00000000,5069.21000000,229.00000000,147083.00000000,76722.00000000,21978.00000000,169549.00000000,60851.00000000,69567.00000000,159622.00000000,208055.00000000,144169.00000000,178193.00000000,43.00000000,22.00000000,6.00000000,50.00000000,18.00000000,20.00000000,47.00000000,61.00000000,42.00000000,52.00000000,,
17,06073002002,San Diego County,CA,2718,0.49000000,16,US,17,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3705095.00000000,3153.27000000,183.00000000,11664680.00000000,159.00000000,9927.39000000,4424322.00000000,3765.38000000,170.00000000,114896.00000000,88272.00000000,24944.00000000,316946.00000000,56202.00000000,63378.00000000,117594.00000000,158520.00000000,101050.00000000,175170.00000000,43.00000000,33.00000000,9.00000000,117.00000000,21.00000000,23.00000000,44.00000000,59.00000000,37.00000000,65.00000000,,
18,06073002100,San Diego County,CA,5758,0.34000000,17,US,18,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4580850.00000000,1776.21000000,103.00000000,13722384.00000000,85.00000000,5320.82000000,5129370.00000000,1988.90000000,90.00000000,622241.00000000,1030959.00000000,278151.00000000,994635.00000000,846586.00000000,1123588.00000000,558265.00000000,644869.00000000,462140.00000000,1106390.00000000,111.00000000,183.00000000,49.00000000,177.00000000,150.00000000,200.00000000,99.00000000,115.00000000,82.00000000,196.00000000,,
19,06073002201,San Diego County,CA,3777,0.14000000,18,US,19,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1232054.00000000,1037.96000000,60.00000000,3372086.00000000,46.00000000,2840.85000000,1276818.00000000,1075.67000000,49.00000000,334074.00000000,582578.00000000,332070.00000000,370042.00000000,469740.00000000,669689.00000000,292830.00000000,387798.00000000,200906.00000000,815565.00000000,90.00000000,158.00000000,90.00000000,100.00000000,127.00000000,181.00000000,79.00000000,105.00000000,54.00000000,221.00000000,,
20,06073002202,San Diego County,CA,5157,0.19000000,19,US,20,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1588910.00000000,919.51000000,53.00000000,4590997.00000000,43.00000000,2656.83000000,1726417.00000000,999.08000000,45.00000000,677709.00000000,1103984.00000000,647386.00000000,881989.00000000,1161208.00000000,1129229.00000000,609834.00000000,548820.00000000,514618.00000000,1447324.00000000,134.00000000,219.00000000,128.00000000,175.00000000,230.00000000,224.00000000,121.00000000,109.00000000,102.00000000,287.00000000,,
21,06073002301,San Diego County,CA,2969,0.16000000,20,US,21,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1133668.00000000,974.78000000,56.00000000,3703144.00000000,51.00000000,3184.13000000,1329277.00000000,1142.97000000,52.00000000,339883.00000000,522071.00000000,230614.00000000,526296.00000000,436399.00000000,560811.00000000,310743.00000000,284960.00000000,258153.00000000,766523.00000000,119.00000000,183.00000000,81.00000000,184.00000000,153.00000000,196.00000000,109.00000000,100.00000000,90.00000000,268.00000000,,
22,06073002302,San Diego County,CA,6700,0.20000000,21,US,22,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1765779.00000000,860.10000000,50.00000000,4984753.00000000,39.00000000,2428.03000000,1879960.00000000,915.71000000,41.00000000,646543.00000000,1162496.00000000,580939.00000000,1020668.00000000,720531.00000000,1372828.00000000,560702.00000000,652084.00000000,408968.00000000,1553856.00000000,99.00000000,178.00000000,89.00000000,156.00000000,110.00000000,210.00000000,86.00000000,100.00000000,63.00000000,238.00000000,,
23,06073002401,San Diego County,CA,4570,0.25000000,22,US,23,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1916303.00000000,1227.61000000,71.00000000,6187897.00000000,64.00000000,3964.06000000,2264394.00000000,1450.60000000,66.00000000,358830.00000000,602379.00000000,350317.00000000,291506.00000000,517608.00000000,692486.00000000,318891.00000000,456559.00000000,192439.00000000,1010384.00000000,81.00000000,135.00000000,79.00000000,66.00000000,116.00000000,156.00000000,72.00000000,103.00000000,43.00000000,227.00000000,,
24,06073002402,San Diego County,CA,5296,0.19000000,23,US,24,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1264497.00000000,854.97000000,50.00000000,4046111.00000000,44.00000000,2735.71000000,1503201.00000000,1016.36000000,46.00000000,592712.00000000,1061817.00000000,662469.00000000,439877.00000000,1141853.00000000,1141746.00000000,517503.00000000,618867.00000000,324505.00000000,1785891.00000000,113.00000000,203.00000000,127.00000000,84.00000000,218.00000000,218.00000000,99.00000000,118.00000000,62.00000000,341.00000000,,
25,06073002501,San Diego County,CA,5708,0.49000000,24,US,25,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1879071.00000000,1217.80000000,71.00000000,5968930.00000000,62.00000000,3868.39000000,2316756.00000000,1501.46000000,68.00000000,436928.00000000,821453.00000000,664060.00000000,510174.00000000,750771.00000000,901290.00000000,375524.00000000,642530.00000000,144742.00000000,1636834.00000000,78.00000000,147.00000000,119.00000000,91.00000000,134.00000000,161.00000000,67.00000000,115.00000000,26.00000000,293.00000000,,
26,06073002502,San Diego County,CA,6420,0.73000000,25,US,26,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3136387.00000000,1596.94000000,93.00000000,8551253.00000000,70.00000000,4354.00000000,3428183.00000000,1745.51000000,79.00000000,476448.00000000,796310.00000000,597220.00000000,580654.00000000,537042.00000000,936152.00000000,422966.00000000,602786.00000000,271894.00000000,1241280.00000000,76.00000000,127.00000000,95.00000000,92.00000000,85.00000000,149.00000000,67.00000000,96.00000000,43.00000000,198.00000000,,
27,06073002601,San Diego County,CA,6334,0.32000000,26,US,27,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1384460.00000000,851.45000000,49.00000000,4641890.00000000,46.00000000,2854.79000000,1822934.00000000,1121.12000000,51.00000000,603376.00000000,1114702.00000000,612757.00000000,411436.00000000,1047446.00000000,1265923.00000000,522012.00000000,726950.00000000,268522.00000000,2028168.00000000,96.00000000,178.00000000,98.00000000,66.00000000,167.00000000,202.00000000,83.00000000,116.00000000,43.00000000,324.00000000,,
28,06073002602,San Diego County,CA,4489,0.30000000,27,US,28,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1383814.00000000,1219.22000000,71.00000000,4197057.00000000,59.00000000,3697.85000000,1721135.00000000,1516.42000000,69.00000000,380263.00000000,837521.00000000,555781.00000000,324255.00000000,750717.00000000,964469.00000000,306348.00000000,461068.00000000,132832.00000000,1338871.00000000,85.00000000,187.00000000,124.00000000,72.00000000,168.00000000,215.00000000,68.00000000,103.00000000,30.00000000,299.00000000,,
29,06073002702,San Diego County,CA,5296,0.52000000,28,US,29,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2946932.00000000,1483.11000000,86.00000000,10072584.00000000,81.00000000,5069.24000000,3629650.00000000,1826.70000000,83.00000000,348372.00000000,460884.00000000,271943.00000000,288050.00000000,537786.00000000,464140.00000000,331405.00000000,389006.00000000,247265.00000000,848466.00000000,66.00000000,88.00000000,52.00000000,55.00000000,102.00000000,88.00000000,63.00000000,74.00000000,47.00000000,162.00000000,,
30,06073002703,San Diego County,CA,7038,0.76000000,29,US,30,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3075069.00000000,1352.87000000,78.00000000,10043018.00000000,71.00000000,4418.40000000,3759501.00000000,1653.98000000,75.00000000,348600.00000000,479129.00000000,471400.00000000,86485.00000000,693441.00000000,460320.00000000,328217.00000000,479319.00000000,161482.00000000,1321220.00000000,50.00000000,69.00000000,68.00000000,12.00000000,100.00000000,66.00000000,47.00000000,69.00000000,23.00000000,190.00000000,,
31,06073002705,San Diego County,CA,4407,0.47000000,30,US,31,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1691121.00000000,1325.33000000,77.00000000,5172709.00000000,65.00000000,4053.85000000,2166799.00000000,1698.12000000,77.00000000,211566.00000000,344328.00000000,251241.00000000,95952.00000000,416331.00000000,357345.00000000,191982.00000000,285771.00000000,87105.00000000,806181.00000000,48.00000000,79.00000000,58.00000000,22.00000000,95.00000000,82.00000000,44.00000000,65.00000000,20.00000000,185.00000000,,
32,06073002707,San Diego County,CA,5317,0.15000000,31,US,32,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1326726.00000000,896.44000000,52.00000000,4245229.00000000,46.00000000,2868.40000000,1577176.00000000,1065.66000000,48.00000000,567325.00000000,1170663.00000000,659492.00000000,533388.00000000,1169166.00000000,1287292.00000000,469944.00000000,563829.00000000,262207.00000000,1872635.00000000,107.00000000,221.00000000,125.00000000,101.00000000,221.00000000,243.00000000,89.00000000,107.00000000,50.00000000,354.00000000,,
33,06073002708,San Diego County,CA,5766,0.25000000,32,US,33,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1427585.00000000,750.57000000,43.00000000,4501023.00000000,38.00000000,2366.47000000,1651867.00000000,868.49000000,39.00000000,577407.00000000,1064299.00000000,526844.00000000,696900.00000000,791586.00000000,1242451.00000000,497876.00000000,526131.00000000,390786.00000000,1255713.00000000,100.00000000,185.00000000,92.00000000,121.00000000,138.00000000,216.00000000,87.00000000,92.00000000,68.00000000,218.00000000,,
34,06073002709,San Diego County,CA,4130,0.24000000,33,US,34,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1218556.00000000,1098.79000000,64.00000000,3564198.00000000,52.00000000,3213.88000000,1360087.00000000,1226.41000000,55.00000000,359166.00000000,809172.00000000,547980.00000000,267506.00000000,825003.00000000,894704.00000000,284637.00000000,468081.00000000,111809.00000000,1254659.00000000,88.00000000,199.00000000,135.00000000,66.00000000,203.00000000,220.00000000,70.00000000,115.00000000,27.00000000,308.00000000,,
35,06073002710,San Diego County,CA,4432,0.26000000,34,US,35,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1845378.00000000,1569.20000000,91.00000000,5121282.00000000,70.00000000,4354.83000000,2056123.00000000,1748.40000000,79.00000000,432630.00000000,939535.00000000,728873.00000000,486002.00000000,923739.00000000,1025201.00000000,351349.00000000,445740.00000000,180052.00000000,1460412.00000000,99.00000000,215.00000000,167.00000000,111.00000000,211.00000000,235.00000000,80.00000000,102.00000000,41.00000000,334.00000000,,
36,06073002711,San Diego County,CA,3168,0.56000000,35,US,36,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1359113.00000000,1584.05000000,92.00000000,3758040.00000000,70.00000000,4380.00000000,1577923.00000000,1839.07000000,83.00000000,99982.00000000,160824.00000000,232004.00000000,18702.00000000,284638.00000000,135927.00000000,91341.00000000,144568.00000000,27382.00000000,480658.00000000,32.00000000,52.00000000,74.00000000,6.00000000,91.00000000,44.00000000,29.00000000,46.00000000,9.00000000,154.00000000,,
37,06073002712,San Diego County,CA,4748,0.85000000,36,US,37,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1892043.00000000,1107.75000000,64.00000000,6550633.00000000,61.00000000,3835.27000000,2370961.00000000,1388.15000000,63.00000000,323134.00000000,645784.00000000,472614.00000000,196828.00000000,730608.00000000,687317.00000000,270327.00000000,372262.00000000,182701.00000000,753116.00000000,69.00000000,137.00000000,100.00000000,42.00000000,155.00000000,146.00000000,57.00000000,79.00000000,39.00000000,160.00000000,,
38,06073002801,San Diego County,CA,3316,1.11000000,37,US,38,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2619465.00000000,2383.50000000,138.00000000,6193806.00000000,90.00000000,5635.86000000,2194437.00000000,1996.76000000,90.00000000,330147.00000000,146727.00000000,72288.00000000,58572.00000000,353088.00000000,79146.00000000,360738.00000000,301023.00000000,299052.00000000,938394.00000000,102.00000000,45.00000000,22.00000000,18.00000000,109.00000000,24.00000000,111.00000000,93.00000000,92.00000000,290.00000000,,
39,06073002803,San Diego County,CA,5570,0.43000000,38,US,39,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4243776.00000000,1644.87000000,95.00000000,15265729.00000000,95.00000000,5916.95000000,5219400.00000000,2023.02000000,92.00000000,407171.00000000,489894.00000000,282802.00000000,521721.00000000,452623.00000000,503881.00000000,394250.00000000,397022.00000000,342764.00000000,761882.00000000,74.00000000,89.00000000,51.00000000,95.00000000,82.00000000,92.00000000,72.00000000,72.00000000,62.00000000,139.00000000,,
40,06073002804,San Diego County,CA,4781,0.57000000,39,US,40,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3104108.00000000,2136.34000000,124.00000000,10379590.00000000,115.00000000,7143.56000000,3692503.00000000,2541.30000000,115.00000000,320045.00000000,223114.00000000,269857.00000000,70014.00000000,525876.00000000,128962.00000000,335093.00000000,411231.00000000,207129.00000000,1144823.00000000,68.00000000,48.00000000,58.00000000,15.00000000,112.00000000,28.00000000,71.00000000,88.00000000,44.00000000,244.00000000,,
41,06073002902,San Diego County,CA,6098,0.61000000,40,US,41,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4155055.00000000,1697.33000000,98.00000000,12036891.00000000,79.00000000,4917.03000000,4657151.00000000,1902.43000000,86.00000000,419600.00000000,430328.00000000,299200.00000000,183081.00000000,584461.00000000,407651.00000000,415558.00000000,468818.00000000,335073.00000000,929819.00000000,72.00000000,73.00000000,51.00000000,31.00000000,100.00000000,70.00000000,71.00000000,80.00000000,57.00000000,159.00000000,,
42,06073002903,San Diego County,CA,3791,0.54000000,41,US,42,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2613346.00000000,2043.27000000,118.00000000,7151106.00000000,90.00000000,5591.17000000,2731926.00000000,2135.99000000,97.00000000,216802.00000000,266648.00000000,274504.00000000,124590.00000000,444202.00000000,220802.00000000,209236.00000000,221072.00000000,149742.00000000,647478.00000000,57.00000000,71.00000000,73.00000000,33.00000000,118.00000000,59.00000000,55.00000000,59.00000000,40.00000000,172.00000000,,
43,06073002904,San Diego County,CA,8606,0.70000000,42,US,43,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3775037.00000000,1515.47000000,88.00000000,8911286.00000000,57.00000000,3577.39000000,3157582.00000000,1267.60000000,57.00000000,883097.00000000,702555.00000000,322399.00000000,132428.00000000,1695892.00000000,410573.00000000,909913.00000000,872337.00000000,712297.00000000,2518619.00000000,104.00000000,83.00000000,38.00000000,16.00000000,199.00000000,48.00000000,107.00000000,102.00000000,84.00000000,296.00000000,,
44,06073002905,San Diego County,CA,4093,0.44000000,43,US,44,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2123219.00000000,1287.58000000,75.00000000,7228698.00000000,70.00000000,4383.69000000,2619609.00000000,1588.60000000,72.00000000,427470.00000000,419251.00000000,242926.00000000,206440.00000000,614041.00000000,379489.00000000,429406.00000000,382538.00000000,376545.00000000,922723.00000000,104.00000000,102.00000000,59.00000000,50.00000000,149.00000000,92.00000000,104.00000000,93.00000000,91.00000000,224.00000000,,
45,06073003001,San Diego County,CA,4270,0.92000000,44,US,45,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2005836.00000000,1721.75000000,100.00000000,7752207.00000000,107.00000000,6654.25000000,2786005.00000000,2391.42000000,108.00000000,598323.00000000,1228409.00000000,819101.00000000,688196.00000000,1315889.00000000,1291033.00000000,497067.00000000,584248.00000000,355143.00000000,1401149.00000000,143.00000000,293.00000000,195.00000000,164.00000000,314.00000000,308.00000000,118.00000000,139.00000000,85.00000000,334.00000000,,
46,06073003003,San Diego County,CA,5237,1.26000000,45,US,46,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2559215.00000000,1638.42000000,95.00000000,7827986.00000000,80.00000000,5011.51000000,3279070.00000000,2099.28000000,95.00000000,384449.00000000,677792.00000000,550694.00000000,76380.00000000,918139.00000000,683101.00000000,337732.00000000,487029.00000000,192579.00000000,1152875.00000000,74.00000000,131.00000000,106.00000000,15.00000000,177.00000000,132.00000000,65.00000000,94.00000000,37.00000000,222.00000000,,
47,06073003004,San Diego County,CA,5062,0.47000000,46,US,47,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1432268.00000000,1135.82000000,66.00000000,4344015.00000000,55.00000000,3444.90000000,1781400.00000000,1412.69000000,64.00000000,504232.00000000,1173281.00000000,1054589.00000000,145105.00000000,1755436.00000000,1114803.00000000,395501.00000000,615954.00000000,140528.00000000,1909871.00000000,104.00000000,242.00000000,218.00000000,30.00000000,362.00000000,230.00000000,82.00000000,127.00000000,29.00000000,394.00000000,,
48,06073003101,San Diego County,CA,3820,0.41000000,47,US,48,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1247258.00000000,1208.58000000,70.00000000,5004908.00000000,78.00000000,4849.72000000,1757018.00000000,1702.54000000,77.00000000,381323.00000000,849709.00000000,752311.00000000,114140.00000000,1172586.00000000,845365.00000000,305465.00000000,481620.00000000,132731.00000000,1283962.00000000,101.00000000,226.00000000,200.00000000,30.00000000,312.00000000,225.00000000,81.00000000,128.00000000,35.00000000,341.00000000,,
49,06073003103,San Diego County,CA,6264,0.79000000,48,US,49,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2522631.00000000,1585.56000000,92.00000000,7716087.00000000,78.00000000,4849.83000000,3232196.00000000,2031.55000000,92.00000000,588758.00000000,1244612.00000000,953654.00000000,977806.00000000,1024550.00000000,1384398.00000000,484864.00000000,655792.00000000,305708.00000000,1522430.00000000,95.00000000,200.00000000,153.00000000,157.00000000,164.00000000,222.00000000,78.00000000,105.00000000,49.00000000,244.00000000,,
