OBJECTID,FIPS,COUNTY,STATE,POP2020,SQMI,Id,Country code,ENRICH_FID,Aggregation method,Population to polygon size rating for the country,Apportionment confidence for the country,Has data,2021 Education,2021 Avg: Education,2021 Index: Education,2021 Health Care,2021 Index: Health Care,2021 Avg: Health Care,2021 HH Operations,2021 Avg: HH Operations,2021 Index: HH Operations,2021 Total Crime Aggregate,2021 Personal Crime Aggregate,2021 Murder Aggregate,2021 Rape Aggregate,2021 Robbery Aggregate,2021 Assault Aggregate,2021 Property Crime Aggregate,2021 Burglary Aggregate,2021 Larceny Aggregate,2021 Motor Vehicle Theft Aggregate,2021 Total Crime Index,2021 Personal Crime Index,2021 Murder Index,2021 Rape Index,2021 Robbery Index,2021 Assault Index,2021 Property Crime Index,2021 Burglary Index,2021 Larceny Index,2021 Motor Vehicle Theft Index,Invalid1,Invalid2
343,06073013312,San Diego County,CA,3002,0.34000000,42,US,343,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1290247.00000000,1571.56000000,91.00000000,3946538.00000000,77.00000000,4806.99000000,1653168.00000000,2013.60000000,91.00000000,94528.00000000,129976.00000000,32494.00000000,259952.00000000,106344.00000000,121114.00000000,88620.00000000,73850.00000000,76804.00000000,224504.00000000,32.00000000,44.00000000,11.00000000,88.00000000,36.00000000,41.00000000,30.00000000,25.00000000,26.00000000,76.00000000,,
344,06073013401,San Diego County,CA,4280,0.87000000,43,US,344,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3751412.00000000,2687.26000000,156.00000000,9707678.00000000,111.00000000,6953.92000000,3818975.00000000,2735.66000000,124.00000000,209161.00000000,278963.00000000,86764.00000000,314421.00000000,150354.00000000,329639.00000000,198586.00000000,245039.00000000,179600.00000000,234359.00000000,50.00000000,66.00000000,21.00000000,74.00000000,36.00000000,78.00000000,47.00000000,58.00000000,43.00000000,55.00000000,,
345,06073013409,San Diego County,CA,5378,1.05000000,44,US,345,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4225128.00000000,2302.52000000,133.00000000,10811628.00000000,94.00000000,5891.90000000,4260828.00000000,2321.98000000,105.00000000,270313.00000000,208123.00000000,37597.00000000,575702.00000000,32614.00000000,219592.00000000,279692.00000000,218992.00000000,284978.00000000,346605.00000000,50.00000000,39.00000000,7.00000000,107.00000000,6.00000000,41.00000000,52.00000000,41.00000000,53.00000000,65.00000000,,
346,06073013411,San Diego County,CA,5059,1.84000000,45,US,346,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4911710.00000000,2949.98000000,171.00000000,14848561.00000000,143.00000000,8918.05000000,5525899.00000000,3318.86000000,150.00000000,243588.00000000,224340.00000000,152719.00000000,497454.00000000,45261.00000000,253245.00000000,245585.00000000,397179.00000000,207013.00000000,260080.00000000,49.00000000,45.00000000,31.00000000,99.00000000,9.00000000,51.00000000,49.00000000,79.00000000,41.00000000,52.00000000,,
347,06073013412,San Diego County,CA,4947,1.81000000,46,US,347,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4582134.00000000,2724.22000000,158.00000000,13609642.00000000,130.00000000,8091.34000000,5148568.00000000,3060.98000000,138.00000000,228893.00000000,204423.00000000,91452.00000000,72475.00000000,292588.00000000,192020.00000000,233787.00000000,280711.00000000,211596.00000000,310221.00000000,47.00000000,42.00000000,19.00000000,15.00000000,60.00000000,39.00000000,48.00000000,57.00000000,43.00000000,63.00000000,,
348,06073013414,San Diego County,CA,7380,1.11000000,47,US,348,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,5362932.00000000,2437.70000000,141.00000000,18077503.00000000,132.00000000,8217.05000000,6796666.00000000,3089.39000000,140.00000000,105278.00000000,49887.00000000,25546.00000000,79622.00000000,63191.00000000,43824.00000000,112805.00000000,211985.00000000,77799.00000000,205681.00000000,14.00000000,7.00000000,3.00000000,11.00000000,9.00000000,6.00000000,15.00000000,29.00000000,11.00000000,28.00000000,,
349,06073013415,San Diego County,CA,1568,0.45000000,48,US,349,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1435822.00000000,2724.52000000,158.00000000,3715533.00000000,113.00000000,7050.35000000,1461681.00000000,2773.59000000,125.00000000,36960.00000000,15400.00000000,7700.00000000,9240.00000000,20020.00000000,13860.00000000,40040.00000000,43120.00000000,40040.00000000,36960.00000000,24.00000000,10.00000000,5.00000000,6.00000000,13.00000000,9.00000000,26.00000000,28.00000000,26.00000000,24.00000000,,
350,06073013416,San Diego County,CA,3805,0.85000000,49,US,350,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3150525.00000000,2571.86000000,149.00000000,9058199.00000000,119.00000000,7394.45000000,3457319.00000000,2822.30000000,128.00000000,77358.00000000,48465.00000000,12893.00000000,114534.00000000,31016.00000000,44711.00000000,83235.00000000,194197.00000000,42278.00000000,188475.00000000,21.00000000,13.00000000,3.00000000,31.00000000,8.00000000,12.00000000,22.00000000,52.00000000,11.00000000,50.00000000,,
351,06073013417,San Diego County,CA,2118,0.78000000,0,US,351,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2197114.00000000,3538.03000000,205.00000000,6529020.00000000,169.00000000,10513.72000000,2415641.00000000,3889.92000000,176.00000000,83480.00000000,33392.00000000,16696.00000000,129394.00000000,8348.00000000,27131.00000000,91828.00000000,123133.00000000,77219.00000000,135655.00000000,40.00000000,16.00000000,8.00000000,62.00000000,4.00000000,13.00000000,44.00000000,59.00000000,37.00000000,65.00000000,,
352,06073013418,San Diego County,CA,6136,0.70000000,1,US,352,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4327477.00000000,2131.76000000,124.00000000,13350630.00000000,105.00000000,6576.67000000,5186929.00000000,2555.14000000,116.00000000,92105.00000000,48091.00000000,18108.00000000,72198.00000000,40947.00000000,44837.00000000,99379.00000000,183271.00000000,77305.00000000,96466.00000000,15.00000000,8.00000000,3.00000000,12.00000000,7.00000000,7.00000000,16.00000000,30.00000000,13.00000000,16.00000000,,
353,06073013420,San Diego County,CA,3680,0.75000000,2,US,353,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2627862.00000000,2348.40000000,136.00000000,9003323.00000000,129.00000000,8045.87000000,3290837.00000000,2940.87000000,133.00000000,56741.00000000,29899.00000000,15983.00000000,32519.00000000,17526.00000000,32985.00000000,60351.00000000,36129.00000000,55227.00000000,164751.00000000,16.00000000,8.00000000,4.00000000,9.00000000,5.00000000,9.00000000,17.00000000,10.00000000,15.00000000,46.00000000,,
354,06073013421,San Diego County,CA,4767,0.96000000,3,US,354,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3850279.00000000,2744.32000000,159.00000000,11100984.00000000,127.00000000,7912.32000000,4381797.00000000,3123.16000000,141.00000000,104290.00000000,106048.00000000,42612.00000000,35982.00000000,140807.00000000,103516.00000000,102589.00000000,151773.00000000,78180.00000000,208312.00000000,22.00000000,23.00000000,9.00000000,8.00000000,30.00000000,22.00000000,22.00000000,32.00000000,17.00000000,44.00000000,,
355,06073013503,San Diego County,CA,5929,1.07000000,4,US,355,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4098082.00000000,1965.51000000,114.00000000,11939988.00000000,92.00000000,5726.61000000,4435600.00000000,2127.39000000,96.00000000,544841.00000000,611853.00000000,341267.00000000,924108.00000000,115003.00000000,760873.00000000,533546.00000000,629127.00000000,510446.00000000,516967.00000000,92.00000000,103.00000000,58.00000000,156.00000000,19.00000000,129.00000000,90.00000000,106.00000000,86.00000000,87.00000000,,
356,06073013504,San Diego County,CA,3798,0.85000000,5,US,356,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3175839.00000000,2538.64000000,147.00000000,8378676.00000000,107.00000000,6697.58000000,3255288.00000000,2602.15000000,118.00000000,157891.00000000,96300.00000000,42629.00000000,278573.00000000,43933.00000000,90573.00000000,167880.00000000,263642.00000000,140973.00000000,193619.00000000,42.00000000,26.00000000,11.00000000,74.00000000,12.00000000,24.00000000,45.00000000,70.00000000,38.00000000,52.00000000,,
357,06073013505,San Diego County,CA,4962,1.05000000,6,US,357,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3620254.00000000,1899.40000000,110.00000000,10967225.00000000,92.00000000,5754.05000000,4115738.00000000,2159.36000000,98.00000000,232672.00000000,179936.00000000,100300.00000000,184022.00000000,67873.00000000,227001.00000000,243442.00000000,312654.00000000,242513.00000000,112221.00000000,47.00000000,36.00000000,20.00000000,37.00000000,14.00000000,46.00000000,49.00000000,63.00000000,49.00000000,23.00000000,,
358,06073013506,San Diego County,CA,3910,2.63000000,7,US,358,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2452315.00000000,2294.03000000,133.00000000,6345953.00000000,95.00000000,5936.35000000,2496481.00000000,2335.34000000,106.00000000,429903.00000000,383427.00000000,243999.00000000,131682.00000000,383427.00000000,429903.00000000,437649.00000000,333078.00000000,449268.00000000,542220.00000000,111.00000000,99.00000000,63.00000000,34.00000000,99.00000000,111.00000000,113.00000000,86.00000000,116.00000000,140.00000000,,
359,06073013601,San Diego County,CA,5264,1.25000000,8,US,359,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4429485.00000000,2325.19000000,135.00000000,16501983.00000000,139.00000000,8662.46000000,5721005.00000000,3003.15000000,136.00000000,205386.00000000,207130.00000000,208513.00000000,240748.00000000,102246.00000000,242316.00000000,205517.00000000,371214.00000000,152348.00000000,305720.00000000,40.00000000,40.00000000,41.00000000,47.00000000,20.00000000,47.00000000,40.00000000,72.00000000,30.00000000,59.00000000,,
360,06073013604,San Diego County,CA,6285,1.39000000,9,US,360,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,5543069.00000000,2562.68000000,148.00000000,16469022.00000000,122.00000000,7613.97000000,6071182.00000000,2806.83000000,127.00000000,245593.00000000,179395.00000000,278566.00000000,180716.00000000,377514.00000000,100586.00000000,256431.00000000,532639.00000000,166526.00000000,424393.00000000,40.00000000,29.00000000,45.00000000,29.00000000,61.00000000,16.00000000,41.00000000,86.00000000,27.00000000,68.00000000,,
361,06073013605,San Diego County,CA,5574,2.24000000,10,US,361,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,6956599.00000000,3410.10000000,198.00000000,20518107.00000000,161.00000000,10057.90000000,7776775.00000000,3812.14000000,172.00000000,210439.00000000,105072.00000000,129165.00000000,125568.00000000,111345.00000000,98597.00000000,225988.00000000,350182.00000000,175473.00000000,377969.00000000,38.00000000,19.00000000,23.00000000,23.00000000,20.00000000,18.00000000,41.00000000,64.00000000,32.00000000,69.00000000,,
362,06073013701,San Diego County,CA,2464,0.88000000,11,US,362,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2628954.00000000,2826.83000000,164.00000000,8029724.00000000,138.00000000,8634.11000000,3015062.00000000,3242.00000000,147.00000000,168690.00000000,59204.00000000,48458.00000000,79740.00000000,21260.00000000,71572.00000000,185026.00000000,249154.00000000,156438.00000000,283968.00000000,69.00000000,24.00000000,20.00000000,32.00000000,9.00000000,29.00000000,75.00000000,101.00000000,64.00000000,115.00000000,,
363,06073013702,San Diego County,CA,5480,0.95000000,12,US,363,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2931249.00000000,1789.53000000,104.00000000,8007149.00000000,78.00000000,4888.37000000,3067919.00000000,1872.97000000,85.00000000,391625.00000000,272556.00000000,185666.00000000,144872.00000000,193716.00000000,326746.00000000,409161.00000000,605248.00000000,284733.00000000,980905.00000000,73.00000000,51.00000000,35.00000000,27.00000000,36.00000000,61.00000000,76.00000000,113.00000000,53.00000000,182.00000000,,
364,06073013801,San Diego County,CA,5043,0.88000000,13,US,364,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3302896.00000000,1894.95000000,110.00000000,9469712.00000000,87.00000000,5433.00000000,3504758.00000000,2010.76000000,91.00000000,352430.00000000,392342.00000000,259867.00000000,268494.00000000,332453.00000000,438454.00000000,346388.00000000,425255.00000000,288113.00000000,630991.00000000,71.00000000,79.00000000,52.00000000,54.00000000,67.00000000,88.00000000,70.00000000,86.00000000,58.00000000,127.00000000,,
365,06073013802,San Diego County,CA,3075,0.27000000,14,US,365,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1105477.00000000,1233.79000000,71.00000000,3671878.00000000,66.00000000,4098.08000000,1382999.00000000,1543.53000000,70.00000000,176416.00000000,248448.00000000,345898.00000000,73942.00000000,189274.00000000,297776.00000000,165566.00000000,266534.00000000,106894.00000000,424266.00000000,59.00000000,82.00000000,115.00000000,25.00000000,63.00000000,99.00000000,55.00000000,88.00000000,35.00000000,141.00000000,,
366,06073013903,San Diego County,CA,4253,1.45000000,15,US,366,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2771701.00000000,2150.27000000,125.00000000,8299387.00000000,103.00000000,6438.62000000,3032836.00000000,2352.86000000,106.00000000,420109.00000000,521455.00000000,457520.00000000,344641.00000000,354255.00000000,617310.00000000,405992.00000000,429457.00000000,374053.00000000,588126.00000000,101.00000000,125.00000000,110.00000000,83.00000000,85.00000000,148.00000000,98.00000000,103.00000000,90.00000000,141.00000000,,
367,06073013905,San Diego County,CA,3871,0.85000000,16,US,367,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2669425.00000000,2291.35000000,133.00000000,8479363.00000000,117.00000000,7278.42000000,3184208.00000000,2733.23000000,124.00000000,242009.00000000,209615.00000000,207072.00000000,250386.00000000,89592.00000000,252345.00000000,246327.00000000,437131.00000000,148408.00000000,634141.00000000,64.00000000,55.00000000,55.00000000,66.00000000,24.00000000,67.00000000,65.00000000,115.00000000,39.00000000,167.00000000,,
368,06073013906,San Diego County,CA,4846,0.69000000,17,US,368,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2469705.00000000,1617.36000000,94.00000000,6624987.00000000,70.00000000,4338.56000000,2556279.00000000,1674.05000000,76.00000000,252419.00000000,342616.00000000,279812.00000000,173525.00000000,213986.00000000,419338.00000000,237813.00000000,469888.00000000,129282.00000000,649594.00000000,53.00000000,72.00000000,59.00000000,37.00000000,45.00000000,88.00000000,50.00000000,99.00000000,27.00000000,137.00000000,,
369,06073013907,San Diego County,CA,4341,0.52000000,18,US,369,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1621660.00000000,1243.60000000,72.00000000,4855302.00000000,60.00000000,3723.39000000,1776448.00000000,1362.31000000,62.00000000,461669.00000000,632892.00000000,755553.00000000,129945.00000000,517814.00000000,755553.00000000,433861.00000000,689008.00000000,261747.00000000,1261104.00000000,106.00000000,145.00000000,173.00000000,30.00000000,118.00000000,173.00000000,99.00000000,157.00000000,60.00000000,288.00000000,,
370,06073013908,San Diego County,CA,3722,0.44000000,19,US,370,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1272619.00000000,1292.00000000,75.00000000,4601639.00000000,75.00000000,4671.71000000,1751690.00000000,1778.37000000,80.00000000,571475.00000000,741159.00000000,865619.00000000,144791.00000000,748321.00000000,832699.00000000,545543.00000000,601389.00000000,441298.00000000,1223341.00000000,162.00000000,210.00000000,246.00000000,41.00000000,212.00000000,236.00000000,155.00000000,171.00000000,125.00000000,347.00000000,,
371,06073013909,San Diego County,CA,4631,0.42000000,20,US,371,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1974151.00000000,1592.06000000,92.00000000,6038426.00000000,78.00000000,4869.70000000,2529440.00000000,2039.87000000,92.00000000,451700.00000000,463587.00000000,478203.00000000,300189.00000000,291922.00000000,557221.00000000,449870.00000000,616976.00000000,336949.00000000,988751.00000000,98.00000000,101.00000000,104.00000000,65.00000000,64.00000000,121.00000000,98.00000000,134.00000000,73.00000000,215.00000000,,
372,06073014001,San Diego County,CA,4810,0.72000000,21,US,372,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2651952.00000000,1683.78000000,98.00000000,6940769.00000000,71.00000000,4406.84000000,2771235.00000000,1759.51000000,80.00000000,443010.00000000,658540.00000000,493525.00000000,164023.00000000,909354.00000000,646326.00000000,408091.00000000,381931.00000000,359076.00000000,835841.00000000,93.00000000,138.00000000,104.00000000,34.00000000,191.00000000,136.00000000,86.00000000,80.00000000,75.00000000,176.00000000,,
373,06073014002,San Diego County,CA,4636,0.82000000,22,US,373,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2692551.00000000,2093.74000000,121.00000000,7601278.00000000,95.00000000,5910.79000000,3095228.00000000,2406.86000000,109.00000000,351713.00000000,442254.00000000,125220.00000000,85607.00000000,532536.00000000,472787.00000000,334773.00000000,352350.00000000,276039.00000000,759720.00000000,77.00000000,97.00000000,27.00000000,19.00000000,117.00000000,104.00000000,73.00000000,77.00000000,60.00000000,166.00000000,,
374,06073014101,San Diego County,CA,3573,0.52000000,23,US,374,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2302151.00000000,2024.76000000,117.00000000,6470740.00000000,91.00000000,5691.06000000,2630563.00000000,2313.60000000,105.00000000,150658.00000000,302497.00000000,260354.00000000,282028.00000000,452191.00000000,245772.00000000,124763.00000000,206919.00000000,45903.00000000,566379.00000000,43.00000000,86.00000000,74.00000000,80.00000000,128.00000000,70.00000000,35.00000000,59.00000000,13.00000000,160.00000000,,
375,06073014102,San Diego County,CA,3907,0.46000000,24,US,375,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1825525.00000000,1665.62000000,97.00000000,5583816.00000000,82.00000000,5094.72000000,2339008.00000000,2134.13000000,97.00000000,290236.00000000,605816.00000000,439244.00000000,557504.00000000,584568.00000000,628000.00000000,238936.00000000,340500.00000000,120164.00000000,944808.00000000,75.00000000,157.00000000,114.00000000,145.00000000,152.00000000,163.00000000,62.00000000,88.00000000,31.00000000,245.00000000,,
376,06073014200,San Diego County,CA,6666,0.88000000,25,US,376,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3581618.00000000,1781.01000000,103.00000000,10356698.00000000,83.00000000,5150.02000000,4252809.00000000,2114.77000000,96.00000000,266269.00000000,593741.00000000,530904.00000000,285324.00000000,952675.00000000,503792.00000000,215375.00000000,411621.00000000,77376.00000000,863006.00000000,39.00000000,88.00000000,79.00000000,42.00000000,141.00000000,75.00000000,32.00000000,61.00000000,11.00000000,128.00000000,,
377,06073014300,San Diego County,CA,3796,0.45000000,26,US,377,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1971178.00000000,1559.48000000,90.00000000,5048478.00000000,64.00000000,3994.05000000,1993959.00000000,1577.50000000,71.00000000,342568.00000000,620327.00000000,367253.00000000,200196.00000000,717831.00000000,656251.00000000,299810.00000000,288850.00000000,253635.00000000,665027.00000000,91.00000000,165.00000000,98.00000000,53.00000000,191.00000000,175.00000000,80.00000000,77.00000000,68.00000000,177.00000000,,
378,06073014400,San Diego County,CA,3913,0.66000000,27,US,378,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1620420.00000000,985.66000000,57.00000000,5135789.00000000,50.00000000,3123.96000000,1822250.00000000,1108.42000000,50.00000000,714034.00000000,1105086.00000000,617134.00000000,343258.00000000,1433948.00000000,1113194.00000000,650212.00000000,366422.00000000,696726.00000000,828466.00000000,184.00000000,285.00000000,159.00000000,88.00000000,369.00000000,287.00000000,167.00000000,94.00000000,179.00000000,213.00000000,,
379,06073014500,San Diego County,CA,4033,0.45000000,28,US,379,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2674136.00000000,1864.81000000,108.00000000,8247485.00000000,92.00000000,5751.38000000,3032663.00000000,2114.83000000,96.00000000,323562.00000000,337680.00000000,346890.00000000,316232.00000000,325100.00000000,346246.00000000,319590.00000000,364290.00000000,263260.00000000,675046.00000000,81.00000000,84.00000000,87.00000000,79.00000000,81.00000000,87.00000000,80.00000000,91.00000000,66.00000000,169.00000000,,
380,06073014601,San Diego County,CA,5056,0.56000000,29,US,380,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3158779.00000000,1433.20000000,83.00000000,11126121.00000000,81.00000000,5048.15000000,3833981.00000000,1739.56000000,79.00000000,603395.00000000,616707.00000000,367038.00000000,309631.00000000,1043740.00000000,504467.00000000,602068.00000000,509442.00000000,591977.00000000,855595.00000000,121.00000000,124.00000000,74.00000000,62.00000000,209.00000000,101.00000000,121.00000000,102.00000000,119.00000000,171.00000000,,
381,06073014602,San Diego County,CA,4832,1.05000000,30,US,381,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4634445.00000000,2581.86000000,150.00000000,13770655.00000000,123.00000000,7671.67000000,5386624.00000000,3000.90000000,136.00000000,188765.00000000,191025.00000000,117756.00000000,102333.00000000,232392.00000000,190051.00000000,190361.00000000,257705.00000000,159499.00000000,269691.00000000,40.00000000,40.00000000,25.00000000,22.00000000,49.00000000,40.00000000,40.00000000,54.00000000,34.00000000,57.00000000,,
382,06073014803,San Diego County,CA,5176,0.72000000,31,US,382,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3890517.00000000,1495.20000000,87.00000000,14275853.00000000,88.00000000,5486.49000000,4864741.00000000,1869.62000000,85.00000000,513470.00000000,382837.00000000,57943.00000000,312409.00000000,835614.00000000,221245.00000000,536710.00000000,305118.00000000,555854.00000000,820472.00000000,100.00000000,75.00000000,11.00000000,61.00000000,163.00000000,43.00000000,105.00000000,59.00000000,108.00000000,160.00000000,,
383,06073014804,San Diego County,CA,4342,0.49000000,32,US,383,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3632400.00000000,1743.83000000,101.00000000,14587837.00000000,112.00000000,7003.28000000,4819864.00000000,2313.90000000,105.00000000,238196.00000000,172459.00000000,48919.00000000,304887.00000000,189407.00000000,146061.00000000,248212.00000000,270080.00000000,243947.00000000,247603.00000000,55.00000000,40.00000000,11.00000000,70.00000000,44.00000000,34.00000000,57.00000000,62.00000000,56.00000000,57.00000000,,
384,06073014805,San Diego County,CA,4652,0.50000000,33,US,384,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3179972.00000000,1499.99000000,87.00000000,10563363.00000000,80.00000000,4982.72000000,3808074.00000000,1796.26000000,81.00000000,454436.00000000,340826.00000000,76354.00000000,475790.00000000,295752.00000000,341972.00000000,471066.00000000,395382.00000000,514606.00000000,302944.00000000,98.00000000,74.00000000,17.00000000,103.00000000,64.00000000,74.00000000,102.00000000,86.00000000,112.00000000,66.00000000,,
385,06073014806,San Diego County,CA,2681,0.35000000,34,US,385,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1667838.00000000,1324.73000000,77.00000000,5672695.00000000,72.00000000,4505.71000000,1933141.00000000,1535.46000000,69.00000000,439020.00000000,350509.00000000,40640.00000000,511217.00000000,171925.00000000,400699.00000000,452258.00000000,314805.00000000,509212.00000000,276766.00000000,168.00000000,134.00000000,16.00000000,195.00000000,66.00000000,153.00000000,173.00000000,120.00000000,195.00000000,106.00000000,,
386,06073014901,San Diego County,CA,4631,0.66000000,35,US,386,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3719254.00000000,1865.22000000,108.00000000,13233716.00000000,106.00000000,6636.77000000,4715600.00000000,2364.89000000,107.00000000,177172.00000000,104495.00000000,95831.00000000,54500.00000000,95085.00000000,118725.00000000,190102.00000000,350168.00000000,118519.00000000,434837.00000000,39.00000000,23.00000000,21.00000000,12.00000000,21.00000000,26.00000000,41.00000000,76.00000000,26.00000000,95.00000000,,
387,06073014902,San Diego County,CA,3348,0.60000000,36,US,387,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2083556.00000000,1418.35000000,82.00000000,8126838.00000000,89.00000000,5532.22000000,2768573.00000000,1884.67000000,85.00000000,484302.00000000,473354.00000000,242949.00000000,36057.00000000,1207885.00000000,260309.00000000,486969.00000000,392371.00000000,453999.00000000,933303.00000000,145.00000000,141.00000000,73.00000000,11.00000000,361.00000000,78.00000000,146.00000000,117.00000000,136.00000000,279.00000000,,
388,06073015100,San Diego County,CA,4869,0.82000000,37,US,388,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4195454.00000000,2183.99000000,127.00000000,12227985.00000000,102.00000000,6365.43000000,4564151.00000000,2375.92000000,107.00000000,296351.00000000,386935.00000000,319837.00000000,196449.00000000,759704.00000000,273381.00000000,281073.00000000,293849.00000000,257898.00000000,448010.00000000,62.00000000,81.00000000,67.00000000,41.00000000,159.00000000,57.00000000,59.00000000,62.00000000,54.00000000,94.00000000,,
389,06073015200,San Diego County,CA,3982,1.66000000,38,US,389,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4673965.00000000,3124.31000000,181.00000000,15533191.00000000,166.00000000,10383.15000000,5707637.00000000,3815.27000000,173.00000000,126414.00000000,81166.00000000,69551.00000000,113354.00000000,130339.00000000,56506.00000000,134826.00000000,224711.00000000,88896.00000000,295953.00000000,32.00000000,21.00000000,18.00000000,29.00000000,33.00000000,14.00000000,34.00000000,57.00000000,23.00000000,75.00000000,,
390,06073015301,San Diego County,CA,3244,0.25000000,39,US,390,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1618201.00000000,1545.56000000,90.00000000,5485033.00000000,84.00000000,5238.81000000,2032221.00000000,1940.99000000,88.00000000,152307.00000000,178848.00000000,112867.00000000,196649.00000000,387694.00000000,95110.00000000,148573.00000000,254397.00000000,84141.00000000,441264.00000000,47.00000000,55.00000000,35.00000000,61.00000000,119.00000000,29.00000000,46.00000000,78.00000000,26.00000000,136.00000000,,
391,06073015302,San Diego County,CA,4333,1.31000000,40,US,391,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3462373.00000000,2344.19000000,136.00000000,12776667.00000000,139.00000000,8650.42000000,4490188.00000000,3040.07000000,138.00000000,154985.00000000,63959.00000000,39263.00000000,127918.00000000,75797.00000000,48524.00000000,169042.00000000,287672.00000000,123784.00000000,291269.00000000,36.00000000,15.00000000,9.00000000,30.00000000,18.00000000,11.00000000,39.00000000,67.00000000,29.00000000,68.00000000,,
